pair_total_errors,record_id,source_row,Document,actual_class,predicted_class,confidence,is_correct
157,ecab80b716f9de6f65c559119957903739a23f0fd6bd5a8a531400b21e54c92d,44202,cannot submit via mobile oracle hi laptop working tried logging via browser chrome experience very unsatisfactory we have app for other hand works very well compliments,HR Support,Hardware,0.9193190696660808,False
157,4bc5a13f04cbdb8c67a5398eee6fcf1ba38b2e0f9cf54c5787415b52b526a4e7,35225,performance issues amp re can you please stop automatic during work hours hi can you please offer solution for issue raised by below after she sent she noticed she running same cpu constantly running we need addressed immediately given we have launch pilot production tomorrow you can imagine workload current circumstances developers able work we appreciate your help thanks manager sent tuesday december can you please stop automatic during work hours hello laptop freezes because virus during work hours affecting work could you please update scheduler run outside hours thanks senior software engineer,HR Support,Hardware,0.8824838636462139,False
157,ff18f44dec068adf0e793b480704e7f615c5ffb5e46e43413e058d6db6e536c4,24756,bucharest vc unit friday december pm re vc unit hi haven missed thread won needing assistance networking helped he well help vc unit please log best regards engineer friday december pm re vc unit hi colleagues loop moment vc unit placed fuji room floor kind regards officer december re vc unit heads had coordinate networking reach working add vc order vc communication issue solving road map attached person person probably easier test order these implementations then cambridge etc please let further making help tests regards friday december pm re vc unit great va please ref si cum vc fie pus intr la se vc conferences thanks friday december pm re vc unit hi please informed received vc unit today kind regards officer november re vc unit hi blvd floor thanks galaxy date re vc unit hello sorry push please name asap hoping out tonight thanks november re vc unit hi good christmas present details shipment video unit thanks ext mob zone wednesday november pm vc unit hi vc unit ready shipped let shipment please regards,HR Support,Hardware,0.8207182188039147,False
157,b3dc36c9fce293b048f37e1532ec85a91222216be48fa59c3e59a651ed3507b2,35127,re reminder we feedback annual it survey re reminder we feedback annual survey hi when try complete survey receive error second could you check please best regards sent thursday december reminder we feedback annual survey importance high annual survey we feedback dear colleagues thank you for feedback provided far we have collected complete responses with your help we believe any feedback useful can help build friendlier more efficient work environment when answering please consider interactions you had with processes survey link needed most deadline st december make count donate for each complete response delicious surprise awaits you you have fill survey provide your address you can be one lucky winners selected randomly answers received be aggregated allow statistical analysis case you have any questions regarding survey please contact customer care annual survey ext,HR Support,Hardware,0.8133465587123526,False
157,ade64c930047bd4049f5d59a0bbe97da15613faec24e4be491c9c24b2da02d87,25085,leave december leave si la la medic si la ca ca si senior engineer,HR Support,Hardware,0.7625829509219825,False
157,6629313083989090a124d01aeeda73a616f06b4e5b78b095693e6ca98daceb1b,44608,virtual machine setup sent friday virtual machine hello tried install laptop using but get error vt disabled there with error attached can you please help changing bios settings thank you,HR Support,Hardware,0.7527094326760572,False
157,dbc2819189b733b7b795d15d5abce722afefbb9ead6f8b108a69a2eb76af9c0a,6892,access to hello automation robotics machine client connecting remotely machine public machine please let done thanks senior developer,HR Support,Hardware,0.7098706566507919,False
157,87268b7b4d89ce2679af89ea8ad0393589e248f81bf6ce6f3cdd35af33c8faf1,45793,social error sent monday december error dear please with following connection between longer functioning you can example error bellow let know if there additional information you might need side have sent december error hi cannot access referral tool steps click following error message displayed thanks analysis lead,HR Support,Hardware,0.7018412809100216,False
157,99985c4dcaece4c73931b06c2f43097b94302f3a1b601a0c835ca1f5d902e1f6,33402,open wednesday july dear please second period because added thank kind regards consultant phone,HR Support,Hardware,0.7012048036304502,False
157,fa6f3c0b323c700bb06f711d9ffd379e65d98d6b3615475b4db9437fcd60cdf5,7575,access to hello help information needed connect think looks regards senior developer,HR Support,Hardware,0.6981808306686405,False
136,4e24ab06fd760e736916b2e17a46030cb94939a987b35410323da3faaa8ed34e,2747,request for change cable from from hello please please change cable thanks senior engineer,Hardware,Miscellaneous,0.9182720677536236,False
136,63b102a05945d001900a5e738ad13cab9ad118b0f78620577e75214d0df1bd9d,26939,notifications new thursday november pm re cr approved side best regards thursday november pm re hello app side thanks november hello please advise please advised change pending authorization looking forward hearing thanks kind regards analyst ext hub thursday november pm hello please required by cr please approve these short about downtime users about issues please attached regards discipline lead,Hardware,Miscellaneous,0.8955025777642736,False
136,b70d1d96f67f53b6df00c510a31f929af74f4f4bdbc001402d856b60fedcf48b,4329,shared mailbox creation technical excellence hello please create thanks engagement specialist friday november technical excellence hello added owner please let further assistance details needed thank kind regards analyst ext history reference history additional comments visible re technical excellence thanks lot please also add owner engagement specialist additional comments visible thanks lot please also add owner engagement specialist additional comments visible re technical excellence hi please change name technical excellence assist until thanks engagement specialist october pm technical excellence hello ne si va fie technical excellence engagement specialist additional comments visible re technical excellence hi please status quite urgent manage thanks head tuesday october re technical excellence hi please change name technical excellence assist until thanks engagement specialist october pm technical excellence hello ne si va fie technical excellence engagement specialist additional comments visible update task task assignment assignee owner closed complete work notes description technical excellence hello ne si va fie technical excellence engagement specialist more ref msg,Hardware,Miscellaneous,0.8881378374517114,False
136,41033a4276630d32ab36176b9053622bcb745a364f30a640262aba72b09d3912,14857,am mobile service now membership pm mobile membership hello please add mobile thank,Hardware,Miscellaneous,0.8762573927212538,False
136,a75ce056c42640d0b47d0a1db998a265fc29dfe7b6ebbb0fedf22d12a7bd4bfd,26940,notifications thursday november pm re hello app side thanks november hello please advise please advised change pending authorization looking forward hearing thanks kind regards analyst ext hub thursday november pm hello please required by cr please approve these short about downtime users about issues please attached regards discipline lead,Hardware,Miscellaneous,0.847367216839183,False
136,dc85e14fef01f7aecb101e4041656cf3a53e85924ca1568c2c5fd14a05b60eeb,7345,add to laptop add hi please log queue thank,Hardware,Miscellaneous,0.8258921289494957,False
136,c2d0257372b8d81317655a2793960d77ce414d62c58ff3d6bf217e7bd1eaddb2,30783,please add me to the server room access list wednesday pm re please add room approved please add room hi guys self appointed role facilities officer please add card room justification presence permanent sometimes situations must qualified cleared assist by please formally approve thanks client,Hardware,Miscellaneous,0.8185442958060404,False
136,f76ca8c3704e4f4e56f3ebbba65b53a2807d2c309f3491b9c9cfa2130ada2c88,17806,add to wednesday pm re call action add users clarification please add thanks phone wrote hi please help addresses code best regards,Hardware,Miscellaneous,0.8167358816593365,False
136,1eee3ea38311a5767dbbb1a580f209305b9f435ae31667d0917b6df459776f49,10404,service now update notification recipients on approvals for changes wednesday pm change client button behavior hello please sr sn mails by client button requesting form approvers change example find by client button hit by ideally myself please let more information thanks change required summary planned shared infrastructure hello please advised change number summary planned shared infrastructure ready change details provided review follows change description perform work shared infrastructure cr won affect way operation running expected duration planning expected duration work planned date planned outage duration outage planned date worst recovery minutes client informed outage outage affected environments production high summary planned shared infrastructure justification planned shared infrastructure closure kind regards ref msg,Hardware,Miscellaneous,0.7974845649268437,False
136,a58ea31e1ded6da3477f8dad17a3a8573f61c7107d51d497451972552eef62f8,25468,add video as self service kb item november add video self kb item hello discussed friday please help out video self kb item skill matrix video please thanks,Hardware,Miscellaneous,0.788170455091564,False
117,0dba3658a2a93d4e46171be7751b238a78bdf661e07e56bde01a79318b151f66,26289,access november error hello please thank regards,Hardware,HR Support,0.999420858566776,False
117,83b762ee058c09ef979c6e054f439d1683c23ef1b33ea9ef183fd9b5b28df9b0,36148,access for messages access for cannot access fill leaver form could you please help her thanks,Hardware,HR Support,0.9798708862590688,False
117,e82161e2ab84fc9981168b8694b5fe49eae4b8c698cc6107efbec4de36621ac1,41003,oracle access issue sent thursday access issue hello could you please help access applications getting error bellow after logging with thanks,Hardware,HR Support,0.9716161339161056,False
117,5bfb2428196bca45c87eed6875c25821519a8a74e97853c5c42009651ae755ad,34185,oracle unable to access unable access dear when trying access get following error have urgent requests approve regards,Hardware,HR Support,0.9689373941843428,False
117,b6fa60975f9d36319284a3456af20186e85aaf6753f97dcc464093b6a69fd657,36332,oracle access access hi need access could you help please thanks manager,Hardware,HR Support,0.968202286801093,False
117,442d6d73b2e2eb45087c1422d68c0346df9617b27689b4e6ba87f8ef0e6c7be8,36405,error when trying to access error when trying access hi getting following error when trying access share changed password yesterday cannot get access today regards infrastructure programme manager upcoming leave th st december,Hardware,HR Support,0.9391801395424286,False
117,ead5583b4500a2caeb871bb781b9d6146c4177d771eafd11fc6f3342a8f56558,26951,direct reports missing time missing time oracle thursday november re please action reports la ne administration officer thursday november please action reports care shadowing la la cum pot november please action reports dear part established processes each required submit his weekly basis each friday past must submitted receiving because reports haven followed process please help cascade accordingly gets possible breakdown reports country date total days,Hardware,HR Support,0.9239492929917018,False
117,16a74157848981f12b3fe0b8689460f5f0c4c1dc914451d280a8f0d2a65e37e9,22139,please assist with oracle time cards thursday re please action reports va leave ca la test lead thursday please action reports va pre natal recent card ca care se cum merci test lead wednesday pm please action reports dear part established processes each required submit his weekly basis each friday past must submitted receiving because reports haven followed process please help cascade accordingly gets possible breakdown reports please note refers has left maternity other absence leave please update person record otherwise please person directly submit country date total days registered under number whose registered old broad street kingdom provide clients each subsidiaries separate entity has liability,Hardware,HR Support,0.9232532058066806,False
117,e5fcc21da0b16020dd77f92303748771bd8120985921becf0ae442df06c10cf0,24564,change working hours for tuesday december pm rejected hi please help she submit timecard working thank tuesday december re rejected ca pot ore pot face submit la tuesday december re rejected ca si va task type maternity leave se leave ore care pot,Hardware,HR Support,0.9211994118606552,False
117,d78b38247f358262dccc124bfc43780ac976fde72db4ce637d1c1572ade862f7,34510,access to access morning guys can you please provide access common error error details specified either disabled or member any unit main id thank you,Hardware,HR Support,0.9093677411097514,False
111,8eabbc81ed44511fcb0882d2b69fe843cee889686cddd5b1453cabb00f346ca4,34998,issues laptop issues win install dear please log ticket assign for fixing issues with her laptop installing thank you kind regards engineer en,Hardware,Administrative rights,0.9462298180849118,False
